Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Due date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Custom field (Severity),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Parent,Parent summary,Status Category
Verify if the Open Account subsection has all the required fields,MTFP-44,10043,,Test,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,12/Jun/23 12:11 AM,12/Jun/23 10:51 PM,12/Jun/23 10:49 PM,12/Jun/23 12:41 AM,,,,0,OpenAccount,,," Open Account section:
When pressing the open account section, the following fields will appear into the modal: 
* Customer
* Currency
* Personal numeric code
* Process button",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,MTFP-49,MTFP-11,MTFP-49,,,,,,,,,,,,,,,,,,,,,,,,,0|i0009b:,,,,,,,,,,,,,,,,Done
Verify if you can add customer duplicating another that already exists,MTFP-43,10042,,Test,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,11/Jun/23 2:16 PM,12/Jun/23 10:50 PM,12/Jun/23 10:47 PM,11/Jun/23 11:58 PM,,,,0,,,,"You cannot add the same customer twice. It is possible to match both first and last name, but not the Post code. If it does, if they are family relates, you need to go to the XYZ Bank's office in California and made one using some special differences.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,MTFP-4,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00093:,,,,,,,,,,,,,,,,Done
Verify if you can add a customer without complete the Post Code field,MTFP-42,10041,,Test,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,High,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,11/Jun/23 2:01 PM,12/Jun/23 10:50 PM,12/Jun/23 10:46 PM,11/Jun/23 2:06 PM,,,,0,AddCustomer,,,,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,MTFP-4,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0008v:,,,,,,,,,,,,,,,,Done
Verify if you can add a customer without complete the LastName field,MTFP-41,10040,,Test,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,High,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,11/Jun/23 1:52 PM,12/Jun/23 10:49 PM,12/Jun/23 10:49 PM,11/Jun/23 1:59 PM,,,,0,AddCustomer,,,"Last name: the customer should enter his real last name and it will be a string type. The field it’s a required field, so a new customer can’t be created without complete the field.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,MTFP-4,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0008n:,,,,,,,,,,,,,,,,Done
Verify if you can add a customer without complete the First Name field ,MTFP-40,10039,,Test,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,High,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,11/Jun/23 1:36 PM,12/Jun/23 10:49 PM,12/Jun/23 10:48 PM,11/Jun/23 1:43 PM,,,,0,AddCustomer,,,"First name field: the customer should enter his real first name and it will be a string type. The field it’s a required field, so a new customer can’t be created without complete the field. ",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,MTFP-4,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0008f:,,,,,,,,,,,,,,,,Done
Verify if you can add a customer using valid details,MTFP-39,10038,,Test,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,11/Jun/23 12:28 AM,11/Jun/23 2:09 PM,12/Jun/23 10:48 PM,11/Jun/23 2:09 PM,,,,0,AddCustomer,,,"    • First name field: the customer should enter his real first name and it will be a string type. The field it’s a required field, so a new customer can’t be created without complete the field. 
    • Last name: the customer should enter his real last name and it will be a string type. The field it’s a required field, so a new customer can’t be created without complete the field.
    • Post code: the customer should enter his post code, that will be formed only by numeric characters. The field it’s a required field, so a new customer can’t be created without complete the field.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,MTFP-4,,,,,,,,,,,,,,,,,,,MTFP-2,Create the Bank Manager Login section,,,,,,,0|i00087:,,,,,,,,,,,,,,,,Done
The Add customer subsection does not have all the required fields added into the modal,MTFP-38,10037,,Bug,In Progress,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,11/Jun/23 12:07 AM,11/Jun/23 1:28 PM,13/Jun/23 12:03 PM,,,Create XYZ Bank application,,0,AddCustomer,,,"*Preconditions *: The bank manager user is created
*Steps to reproduce* Open the XYZ Bank app https://www.globalsqa.com/angularJs-protractor/BankingProject/#/login, select the bank manager section, enter the valid credentials and press the login button. After the bank manager account opens, verify if the add customer sub section has all the required fields into the modal.
*Expected result* the user opens the XYZ Bank app, login with the valid credentials into the bank manager section and when the add customer subsection is selected, the following fields appear into the modal : first name, lastname, post code, ssn, email address, add customer button.
*Actual result* The user can open the XYZ Bank app, logins into the bank manager section without entering valid credentials and the only fields into the modal are: first name, last name, post code and add customer button.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,MTFP-4,MTFP-35,MTFP-37,,,,,,,11/Jun/23 12:06 AM;712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf;add customerUntitled.jpg;https://cismaruanamaria.atlassian.net/rest/api/3/attachment/content/10006,,,,,,,,,,MTFP-2,Create the Bank Manager Login section,,,,,,,0|i0007z:,,Critical,MTFP Sprint 1,,,,,,,,,,,,,In Progress
Verify if the Add customer subsection has all the required fields,MTFP-37,10036,,Test,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,10/Jun/23 11:15 PM,11/Jun/23 1:26 PM,12/Jun/23 10:46 PM,11/Jun/23 1:21 PM,,,,0,AddCustomer,BankManager,," Add Customer – when pressing the add customer button, the app will open the fields to can create a new customer. The modal will contain: 
* First name
* Last name
* Post Code
* SSN
* Email address
* Add customer button enable",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,MTFP-4,MTFP-38,,,,,,,,,,,,,,,,,,MTFP-2,Create the Bank Manager Login section,,,,,,,0|i0007r:,,,,,,,,,,,,,,,,Done
[Documentation issue] Lake of information in Customer and Bank manager login section,MTFP-36,10035,,Bug,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,10/Jun/23 10:57 PM,13/Jun/23 12:03 PM,13/Jun/23 12:00 PM,10/Jun/23 10:58 PM,,Create XYZ Bank application,,0,AddCustomer,,,"Document reviewed was the documentation for the XYZ Bank app: [https://github.com/CismaruAnaMaria/manual_testing_project/blob/main/Documentatie%20pt%20xyz%20bank.docx|https://github.com/CismaruAnaMaria/manual_testing_project/blob/main/Documentatie%20pt%20xyz%20bank.docx|smart-link] 

Issues raised: 

* The deposit/day by the customer must to be more then 1 Euro or the equivalent once;
* The customer can make 2 withdrawal/ day
* Into the Add customer section, both first and last name of a new customer added must be string, because people can have the right to choose their own name or their kids name’s.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,MTFP-19,,,,,,,,,,,,,,,,,,,MTFP-3,Create the Customer Login section ,,,,,,,0|i0006z:,,Critical,MTFP Sprint 1,,,,,,,,,,"10/Jun/23 11:00 PM;712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf;The documentation was reviewed by the stakeholders, project manager, product manager and a new documentation was released to be checked: [New documentation for  xyz bank.docx|https://github.com/CismaruAnaMaria/manual_testing_project/files/11713219/New.documentation.for.xyz.bank.docx]",,,Done
The Bank manager login section can be accessed without entering any valid credentials.,MTFP-35,10034,,Bug,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,09/Jun/23 3:12 PM,11/Jun/23 1:20 PM,13/Jun/23 12:00 PM,09/Jun/23 3:25 PM,Create XYZ Bank application,Create XYZ Bank application,,0,,,,"As a bank manager user I want to be able to login into my account using valid credentials.
*Preconditions*: User created, use username: JohnMalkovici and password: Johnswife2
*Steps to reproduce*: go to the XYZ bank app and click on the Bank Manager Login section, enter the valid credentials from the preconditions and press the Login button.
*Expected result*: The login section with the username and password required is open and after entering the valid credentials and press the login  button, the bank manager account will open.
*Actual result*: After the user selects the Bank Manager Login section, it opens the bank manager account without valid credentials been needed.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,MTFP-33,MTFP-34,MTFP-38,MTFP-33,,,,,,09/Jun/23 3:10 PM;712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf;bankmanager login.jpg;https://cismaruanamaria.atlassian.net/rest/api/3/attachment/content/10005,,,,,,,,,,MTFP-2,Create the Bank Manager Login section,,,,,,,0|i0007j:,,Critical,MTFP Sprint 1,,,,,,,,,,11/Jun/23 1:20 PM;712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf;The bug was fixed due to the development implication team and now the bank manager user can login using valid credentials.,,,Done
Create Bank Manager login section,MTFP-34,10033,,Story,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,09/Jun/23 2:50 PM,12/Jun/23 11:10 PM,12/Jun/23 11:10 PM,12/Jun/23 11:10 PM,,Create XYZ Bank application,,0,BankManager,Login,,As a user i want to be able to login into the bank manager section using valid credentials.,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,MTFP-35,MTFP-33,,,,,,,,,,,,,,,,MTFP-2,Create the Bank Manager Login section,,,,,,,0|i0007b:,,,MTFP Sprint 1,,,,,,,,,,,,,Done
Verify if you can login into the XYZ bank app in the bank manager section,MTFP-33,10032,,Test,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,09/Jun/23 2:46 PM,12/Jun/23 10:47 PM,12/Jun/23 10:46 PM,11/Jun/23 2:09 PM,,,,0,,,,As a user I want to be able to login into the XYZ Bank application into the bank manager section using valid credentials.,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,MTFP-35,MTFP-34,MTFP-35,,,,,,,09/Jun/23 2:44 PM;712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf;Home screen.jpg;https://cismaruanamaria.atlassian.net/rest/api/3/attachment/content/10004,,,,,,,,,,MTFP-2,Create the Bank Manager Login section,,,,,,,0|i00073:,,,,,,,,,,,,,,,,Done
Create Withdraw button,MTFP-32,10031,10021,Sub-task,To Do,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:46 PM,05/Jun/23 6:48 PM,05/Jun/23 6:57 PM,,,Create XYZ Bank application,,0,,,,"The customer should enter the amount he wants to withdrawn and press the Withdraw button.  If he has the amount into the bank account, the operantion will succede and the message “Transaction successful” will be shown, if not, then the message will be displayed: Transaction Fieled. You can not withdraw amount more then your current balance.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006v:,,,MTFP Sprint 1,,,,,,,,,,,10021,Create Withdrawal section,To Do
Create Amount to be withdrawn field,MTFP-31,10030,10021,Sub-task,To Do,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:46 PM,05/Jun/23 6:47 PM,13/Jun/23 5:16 PM,,,Create XYZ Bank application,,0,,,,"The customer should enter the amount he wants to withdrawn and if he has the amount into the bank account, the operantion will succede and the message “Transaction successful” will be shown, if not, then the message will be displayed: Transaction Fieled. You can not withdraw amount more then your current balance.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006n:,,,MTFP Sprint 1,,,,,,,,,,,10021,Create Withdrawal section,To Do
Create Deposit button,MTFP-30,10029,10020,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:40 PM,05/Jun/23 6:55 PM,05/Jun/23 6:55 PM,05/Jun/23 6:55 PM,,Create XYZ Bank application,,0,,,,After the customer enters the amount he needs to press the Deposit button and a message will be seen : “Deposit Successful”.,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006f:,,,MTFP Sprint 1,,,,,,,,,,,10020,Create Deposit section,Done
Create Amount to be deposited field,MTFP-29,10028,10020,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:39 PM,05/Jun/23 6:55 PM,05/Jun/23 6:55 PM,05/Jun/23 6:55 PM,,Create XYZ Bank application,,0,,,,"The customer can make a deposit by selecting the Deposit section. A filed will open with the Amount to be deposited name and he can enter there the amount he want to deposit into his own bank account. The amount he can enter will be numeric type, maximum the equivalent of  10.000 per day.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00067:,,,MTFP Sprint 1,,,,,,,,,,,10020,Create Deposit section,Done
Create the calendar modal where the customer can select the date time he needs to check,MTFP-28,10027,10019,Sub-task,To Do,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:34 PM,05/Jun/23 6:38 PM,13/Jun/23 5:16 PM,,,Create XYZ Bank application,,0,,,,A customer will have two fields where he can choose the time x to time y that will shown the transactions that were made between that period.,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0005z:,,,MTFP Sprint 1,,,,,,,,,,,10019,Create Transaction section,To Do
Create the Resete button,MTFP-27,10026,10019,Sub-task,In Progress,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:34 PM,05/Jun/23 6:54 PM,13/Jun/23 5:16 PM,,,Create XYZ Bank application,,0,,,,A customer should be able to reset all his transactions of his own bank account by pressing the Reset button.,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0005r:,,,MTFP Sprint 1,,,,,,,,,,,10019,Create Transaction section,In Progress
Create the Back button,MTFP-26,10025,10019,Sub-task,In Progress,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Low,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:34 PM,05/Jun/23 6:54 PM,05/Jun/23 6:54 PM,,,Create XYZ Bank application,,0,,,,The Back button will help the customer to go return to the main section.,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0005j:,,,MTFP Sprint 1,,,,,,,,,,,10019,Create Transaction section,In Progress
Create Transaction type field,MTFP-25,10024,10019,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:27 PM,05/Jun/23 6:54 PM,05/Jun/23 6:54 PM,05/Jun/23 6:54 PM,,Create XYZ Bank application,,0,,,,"The transaction type field will be displayed after entering the customer login section, the name of the customer will be selected and the the transaction section will be checked. The transaction type will show the type of the transaction that were made on the selected bank account, either they are credit or debit type.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0005b:,,,MTFP Sprint 1,,,,,,,,,,,10019,Create Transaction section,Done
Create Amount field,MTFP-24,10023,10019,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:27 PM,05/Jun/23 6:54 PM,05/Jun/23 6:54 PM,05/Jun/23 6:54 PM,,Create XYZ Bank application,,0,,,,,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00053:,,,MTFP Sprint 1,,,,,,,,,,,10019,Create Transaction section,Done
Create Date-Time field,MTFP-23,10022,10019,Sub-task,To Do,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:26 PM,05/Jun/23 6:27 PM,13/Jun/23 5:16 PM,,,Create XYZ Bank application,,0,,,,,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0004v:,,,MTFP Sprint 1,,,,,,,,,,,10019,Create Transaction section,To Do
Create Withdrawal section,MTFP-22,10021,,Story,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:23 PM,12/Jun/23 11:10 PM,12/Jun/23 11:10 PM,12/Jun/23 11:10 PM,,Create XYZ Bank application,,0,,,,"* The Withdrawal section will display the amount to be Withdrawn message after pressing on the Withdrawal section. The customer should enter the amount he wants to withdrawn and if he has the amount into the bank account, the operantion will succede and the message “Transaction successful” will be shown, if not, then the message will be displayed: Transaction Fieled. You can not withdraw amount more then your current balance.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,MTFP-67,MTFP-63,MTFP-65,MTFP-64,,,,,,,,,,,,,,MTFP-3,Create the Customer Login section ,,,,,,,0|i0004n:,,,MTFP Sprint 1,,,,,,,,,,,,,Done
Create Deposit section,MTFP-21,10020,,Story,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:23 PM,12/Jun/23 11:09 PM,12/Jun/23 11:09 PM,12/Jun/23 11:09 PM,,Create XYZ Bank application,,0,,,,* The customer can make a deposit by selecting the Deposit section. A filed will open with the Amount to be deposited name and he can enter there the amount he want to deposit into his own bank account. After the customer enters the amount he needs to press the Deposit button and a message will be seen : “Deposit Successful”.,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,MTFP-66,MTFP-62,MTFP-61,,,,,,,,,,,,,,,MTFP-3,Create the Customer Login section ,,,,,,,0|i0004f:,,,MTFP Sprint 1,,,,,,,,,,,,,Done
